fold,fold_role,estimator,subset,actual_level,actual_color,predicted_level,predicted_color,count,status
2,development_already_exposed,lag7_persistence,transition_truth,4,red,4,red,0,reported
3,historical_already_exposed_not_confirmatory,ngboost,all_valid,0,green,0,green,79,reported
3,historical_already_exposed_not_confirmatory,ngboost,all_valid,0,green,1,blue,0,reported
3,historical_already_exposed_not_confirmatory,ngboost,all_valid,0,green,2,yellow,31,reported
3,historical_already_exposed_not_confirmatory,ngboost,all_valid,0,green,3,orange,0,reported
3,historical_already_exposed_not_confirmatory,ngboost,all_valid,0,green,4,red,0,reported
3,historical_already_exposed_not_confirmatory,ngboost,all_valid,1,blue,0,green,1,reported
3,historical_already_exposed_not_confirmatory,ngboost,all_valid,1,blue,1,blue,0,reported
3,historical_already_exposed_not_confirmatory,ngboost,all_valid,1,blue,2,yellow,32,reported
3,historical_already_exposed_not_confirmatory,ngboost,all_valid,1,blue,3,orange,2,reported
3,historical_already_exposed_not_confirmatory,ngboost,all_valid,1,blue,4,red,0,reported
3,historical_already_exposed_not_confirmatory,ngboost,all_valid,2,yellow,0,green,2,reported
3,historical_already_exposed_not_confirmatory,ngboost,all_valid,2,yellow,1,blue,0,reported
3,historical_already_exposed_not_confirmatory,ngboost,all_valid,2,yellow,2,yellow,27,reported
3,historical_already_exposed_not_confirmatory,ngboost,all_valid,2,yellow,3,orange,12,reported
3,historical_already_exposed_not_confirmatory,ngboost,all_valid,2,yellow,4,red,0,reported
3,historical_already_exposed_not_confirmatory,ngboost,all_valid,3,orange,0,green,2,reported
3,historical_already_exposed_not_confirmatory,ngboost,all_valid,3,orange,1,blue,0,reported
3,historical_already_exposed_not_confirmatory,ngboost,all_valid,3,orange,2,yellow,24,reported
3,historical_already_exposed_not_confirmatory,ngboost,all_valid,3,orange,3,orange,18,reported
3,historical_already_exposed_not_confirmatory,ngboost,all_valid,3,orange,4,red,0,reported
3,historical_already_exposed_not_confirmatory,ngboost,all_valid,4,red,0,green,1,reported
3,historical_already_exposed_not_confirmatory,ngboost,all_valid,4,red,1,blue,0,reported
3,historical_already_exposed_not_confirmatory,ngboost,all_valid,4,red,2,yellow,12,reported
3,historical_already_exposed_not_confirmatory,ngboost,all_valid,4,red,3,orange,7,reported
3,historical_already_exposed_not_confirmatory,ngboost,all_valid,4,red,4,red,30,reported
3,historical_already_exposed_not_confirmatory,ngboost,transition_truth,0,green,0,green,1,reported
3,historical_already_exposed_not_confirmatory,ngboost,transition_truth,0,green,1,blue,0,reported
3,historical_already_exposed_not_confirmatory,ngboost,transition_truth,0,green,2,yellow,1,reported
3,historical_already_exposed_not_confirmatory,ngboost,transition_truth,0,green,3,orange,0,reported
3,historical_already_exposed_not_confirmatory,ngboost,transition_truth,0,green,4,red,0,reported
3,historical_already_exposed_not_confirmatory,ngboost,transition_truth,1,blue,0,green,1,reported
3,historical_already_exposed_not_confirmatory,ngboost,transition_truth,1,blue,1,blue,0,reported
3,historical_already_exposed_not_confirmatory,ngboost,transition_truth,1,blue,2,yellow,2,reported
3,historical_already_exposed_not_confirmatory,ngboost,transition_truth,1,blue,3,orange,1,reported
3,historical_already_exposed_not_confirmatory,ngboost,transition_truth,1,blue,4,red,0,reported
3,historical_already_exposed_not_confirmatory,ngboost,transition_truth,2,yellow,0,green,1,reported
3,historical_already_exposed_not_confirmatory,ngboost,transition_truth,2,yellow,1,blue,0,reported
3,historical_already_exposed_not_confirmatory,ngboost,transition_truth,2,yellow,2,yellow,2,reported
3,historical_already_exposed_not_confirmatory,ngboost,transition_truth,2,yellow,3,orange,2,reported
3,historical_already_exposed_not_confirmatory,ngboost,transition_truth,2,yellow,4,red,0,reported
3,historical_already_exposed_not_confirmatory,ngboost,transition_truth,3,orange,0,green,1,reported
3,historical_already_exposed_not_confirmatory,ngboost,transition_truth,3,orange,1,blue,0,reported
3,historical_already_exposed_not_confirmatory,ngboost,transition_truth,3,orange,2,yellow,2,reported
3,historical_already_exposed_not_confirmatory,ngboost,transition_truth,3,orange,3,orange,3,reported
3,historical_already_exposed_not_confirmatory,ngboost,transition_truth,3,orange,4,red,0,reported
3,historical_already_exposed_not_confirmatory,ngboost,transition_truth,4,red,0,green,1,reported
3,historical_already_exposed_not_confirmatory,ngboost,transition_truth,4,red,1,blue,0,reported
3,historical_already_exposed_not_confirmatory,ngboost,transition_truth,4,red,2,yellow,1,reported
3,historical_already_exposed_not_confirmatory,ngboost,transition_truth,4,red,3,orange,1,reported
3,historical_already_exposed_not_confirmatory,ngboost,transition_truth,4,red,4,red,1,reported
3,historical_already_exposed_not_confirmatory,multinomial_logistic,all_valid,0,green,0,green,14,reported
3,historical_already_exposed_not_confirmatory,multinomial_logistic,all_valid,0,green,1,blue,57,reported
3,historical_already_exposed_not_confirmatory,multinomial_logistic,all_valid,0,green,2,yellow,39,reported
3,historical_already_exposed_not_confirmatory,multinomial_logistic,all_valid,0,green,3,orange,0,reported
3,historical_already_exposed_not_confirmatory,multinomial_logistic,all_valid,0,green,4,red,0,reported
3,historical_already_exposed_not_confirmatory,multinomial_logistic,all_valid,1,blue,0,green,22,reported
3,historical_already_exposed_not_confirmatory,multinomial_logistic,all_valid,1,blue,1,blue,1,reported
3,historical_already_exposed_not_confirmatory,multinomial_logistic,all_valid,1,blue,2,yellow,12,reported
3,historical_already_exposed_not_confirmatory,multinomial_logistic,all_valid,1,blue,3,orange,0,reported
3,historical_already_exposed_not_confirmatory,multinomial_logistic,all_valid,1,blue,4,red,0,reported
3,historical_already_exposed_not_confirmatory,multinomial_logistic,all_valid,2,yellow,0,green,1,reported
3,historical_already_exposed_not_confirmatory,multinomial_logistic,all_valid,2,yellow,1,blue,2,reported
3,historical_already_exposed_not_confirmatory,multinomial_logistic,all_valid,2,yellow,2,yellow,26,reported
3,historical_already_exposed_not_confirmatory,multinomial_logistic,all_valid,2,yellow,3,orange,12,reported
3,historical_already_exposed_not_confirmatory,multinomial_logistic,all_valid,2,yellow,4,red,0,reported
3,historical_already_exposed_not_confirmatory,multinomial_logistic,all_valid,3,orange,0,green,0,reported
3,historical_already_exposed_not_confirmatory,multinomial_logistic,all_valid,3,orange,1,blue,0,reported
3,historical_already_exposed_not_confirmatory,multinomial_logistic,all_valid,3,orange,2,yellow,43,reported
3,historical_already_exposed_not_confirmatory,multinomial_logistic,all_valid,3,orange,3,orange,1,reported
3,historical_already_exposed_not_confirmatory,multinomial_logistic,all_valid,3,orange,4,red,0,reported
3,historical_already_exposed_not_confirmatory,multinomial_logistic,all_valid,4,red,0,green,0,reported
3,historical_already_exposed_not_confirmatory,multinomial_logistic,all_valid,4,red,1,blue,0,reported
3,historical_already_exposed_not_confirmatory,multinomial_logistic,all_valid,4,red,2,yellow,13,reported
3,historical_already_exposed_not_confirmatory,multinomial_logistic,all_valid,4,red,3,orange,24,reported
3,historical_already_exposed_not_confirmatory,multinomial_logistic,all_valid,4,red,4,red,13,reported
3,historical_already_exposed_not_confirmatory,multinomial_logistic,transition_truth,0,green,0,green,0,reported
3,historical_already_exposed_not_confirmatory,multinomial_logistic,transition_truth,0,green,1,blue,0,reported
3,historical_already_exposed_not_confirmatory,multinomial_logistic,transition_truth,0,green,2,yellow,2,reported
3,historical_already_exposed_not_confirmatory,multinomial_logistic,transition_truth,0,green,3,orange,0,reported
3,historical_already_exposed_not_confirmatory,multinomial_logistic,transition_truth,0,green,4,red,0,reported
3,historical_already_exposed_not_confirmatory,multinomial_logistic,transition_truth,1,blue,0,green,1,reported
3,historical_already_exposed_not_confirmatory,multinomial_logistic,transition_truth,1,blue,1,blue,0,reported
3,historical_already_exposed_not_confirmatory,multinomial_logistic,transition_truth,1,blue,2,yellow,3,reported
3,historical_already_exposed_not_confirmatory,multinomial_logistic,transition_truth,1,blue,3,orange,0,reported
3,historical_already_exposed_not_confirmatory,multinomial_logistic,transition_truth,1,blue,4,red,0,reported
3,historical_already_exposed_not_confirmatory,multinomial_logistic,transition_truth,2,yellow,0,green,1,reported
3,historical_already_exposed_not_confirmatory,multinomial_logistic,transition_truth,2,yellow,1,blue,1,reported
3,historical_already_exposed_not_confirmatory,multinomial_logistic,transition_truth,2,yellow,2,yellow,3,reported
3,historical_already_exposed_not_confirmatory,multinomial_logistic,transition_truth,2,yellow,3,orange,0,reported
3,historical_already_exposed_not_confirmatory,multinomial_logistic,transition_truth,2,yellow,4,red,0,reported
3,historical_already_exposed_not_confirmatory,multinomial_logistic,transition_truth,3,orange,0,green,0,reported
3,historical_already_exposed_not_confirmatory,multinomial_logistic,transition_truth,3,orange,1,blue,0,reported
3,historical_already_exposed_not_confirmatory,multinomial_logistic,transition_truth,3,orange,2,yellow,6,reported
3,historical_already_exposed_not_confirmatory,multinomial_logistic,transition_truth,3,orange,3,orange,0,reported
3,historical_already_exposed_not_confirmatory,multinomial_logistic,transition_truth,3,orange,4,red,0,reported
3,historical_already_exposed_not_confirmatory,multinomial_logistic,transition_truth,4,red,0,green,0,reported
3,historical_already_exposed_not_confirmatory,multinomial_logistic,transition_truth,4,red,1,blue,0,reported
3,historical_already_exposed_not_confirmatory,multinomial_logistic,transition_truth,4,red,2,yellow,3,reported
3,historical_already_exposed_not_confirmatory,multinomial_logistic,transition_truth,4,red,3,orange,1,reported
3,historical_already_exposed_not_confirmatory,multinomial_logistic,transition_truth,4,red,4,red,0,reported
3,historical_already_exposed_not_confirmatory,fold1_prior,all_valid,0,green,0,green,110,reported
3,historical_already_exposed_not_confirmatory,fold1_prior,all_valid,0,green,1,blue,0,reported
3,historical_already_exposed_not_confirmatory,fold1_prior,all_valid,0,green,2,yellow,0,reported
3,historical_already_exposed_not_confirmatory,fold1_prior,all_valid,0,green,3,orange,0,reported
3,historical_already_exposed_not_confirmatory,fold1_prior,all_valid,0,green,4,red,0,reported
3,historical_already_exposed_not_confirmatory,fold1_prior,all_valid,1,blue,0,green,35,reported
3,historical_already_exposed_not_confirmatory,fold1_prior,all_valid,1,blue,1,blue,0,reported
3,historical_already_exposed_not_confirmatory,fold1_prior,all_valid,1,blue,2,yellow,0,reported
3,historical_already_exposed_not_confirmatory,fold1_prior,all_valid,1,blue,3,orange,0,reported
3,historical_already_exposed_not_confirmatory,fold1_prior,all_valid,1,blue,4,red,0,reported
3,historical_already_exposed_not_confirmatory,fold1_prior,all_valid,2,yellow,0,green,41,reported
3,historical_already_exposed_not_confirmatory,fold1_prior,all_valid,2,yellow,1,blue,0,reported
3,historical_already_exposed_not_confirmatory,fold1_prior,all_valid,2,yellow,2,yellow,0,reported
3,historical_already_exposed_not_confirmatory,fold1_prior,all_valid,2,yellow,3,orange,0,reported
3,historical_already_exposed_not_confirmatory,fold1_prior,all_valid,2,yellow,4,red,0,reported
3,historical_already_exposed_not_confirmatory,fold1_prior,all_valid,3,orange,0,green,44,reported
3,historical_already_exposed_not_confirmatory,fold1_prior,all_valid,3,orange,1,blue,0,reported
3,historical_already_exposed_not_confirmatory,fold1_prior,all_valid,3,orange,2,yellow,0,reported
3,historical_already_exposed_not_confirmatory,fold1_prior,all_valid,3,orange,3,orange,0,reported
3,historical_already_exposed_not_confirmatory,fold1_prior,all_valid,3,orange,4,red,0,reported
3,historical_already_exposed_not_confirmatory,fold1_prior,all_valid,4,red,0,green,50,reported
3,historical_already_exposed_not_confirmatory,fold1_prior,all_valid,4,red,1,blue,0,reported
3,historical_already_exposed_not_confirmatory,fold1_prior,all_valid,4,red,2,yellow,0,reported
3,historical_already_exposed_not_confirmatory,fold1_prior,all_valid,4,red,3,orange,0,reported
3,historical_already_exposed_not_confirmatory,fold1_prior,all_valid,4,red,4,red,0,reported
3,historical_already_exposed_not_confirmatory,fold1_prior,transition_truth,0,green,0,green,2,reported
3,historical_already_exposed_not_confirmatory,fold1_prior,transition_truth,0,green,1,blue,0,reported
3,historical_already_exposed_not_confirmatory,fold1_prior,transition_truth,0,green,2,yellow,0,reported
3,historical_already_exposed_not_confirmatory,fold1_prior,transition_truth,0,green,3,orange,0,reported
3,historical_already_exposed_not_confirmatory,fold1_prior,transition_truth,0,green,4,red,0,reported
3,historical_already_exposed_not_confirmatory,fold1_prior,transition_truth,1,blue,0,green,4,reported
3,historical_already_exposed_not_confirmatory,fold1_prior,transition_truth,1,blue,1,blue,0,reported
3,historical_already_exposed_not_confirmatory,fold1_prior,transition_truth,1,blue,2,yellow,0,reported
3,historical_already_exposed_not_confirmatory,fold1_prior,transition_truth,1,blue,3,orange,0,reported
3,historical_already_exposed_not_confirmatory,fold1_prior,transition_truth,1,blue,4,red,0,reported
3,historical_already_exposed_not_confirmatory,fold1_prior,transition_truth,2,yellow,0,green,5,reported
3,historical_already_exposed_not_confirmatory,fold1_prior,transition_truth,2,yellow,1,blue,0,reported
3,historical_already_exposed_not_confirmatory,fold1_prior,transition_truth,2,yellow,2,yellow,0,reported
3,historical_already_exposed_not_confirmatory,fold1_prior,transition_truth,2,yellow,3,orange,0,reported
3,historical_already_exposed_not_confirmatory,fold1_prior,transition_truth,2,yellow,4,red,0,reported
3,historical_already_exposed_not_confirmatory,fold1_prior,transition_truth,3,orange,0,green,6,reported
3,historical_already_exposed_not_confirmatory,fold1_prior,transition_truth,3,orange,1,blue,0,reported
3,historical_already_exposed_not_confirmatory,fold1_prior,transition_truth,3,orange,2,yellow,0,reported
3,historical_already_exposed_not_confirmatory,fold1_prior,transition_truth,3,orange,3,orange,0,reported
3,historical_already_exposed_not_confirmatory,fold1_prior,transition_truth,3,orange,4,red,0,reported
3,historical_already_exposed_not_confirmatory,fold1_prior,transition_truth,4,red,0,green,4,reported
3,historical_already_exposed_not_confirmatory,fold1_prior,transition_truth,4,red,1,blue,0,reported
3,historical_already_exposed_not_confirmatory,fold1_prior,transition_truth,4,red,2,yellow,0,reported
3,historical_already_exposed_not_confirmatory,fold1_prior,transition_truth,4,red,3,orange,0,reported
3,historical_already_exposed_not_confirmatory,fold1_prior,transition_truth,4,red,4,red,0,reported
3,historical_already_exposed_not_confirmatory,lag7_persistence,all_valid,0,green,0,green,96,reported
3,historical_already_exposed_not_confirmatory,lag7_persistence,all_valid,0,green,1,blue,7,reported
3,historical_already_exposed_not_confirmatory,lag7_persistence,all_valid,0,green,2,yellow,7,reported
3,historical_already_exposed_not_confirmatory,lag7_persistence,all_valid,0,green,3,orange,0,reported
3,historical_already_exposed_not_confirmatory,lag7_persistence,all_valid,0,green,4,red,0,reported
3,historical_already_exposed_not_confirmatory,lag7_persistence,all_valid,1,blue,0,green,8,reported
3,historical_already_exposed_not_confirmatory,lag7_persistence,all_valid,1,blue,1,blue,13,reported
3,historical_already_exposed_not_confirmatory,lag7_persistence,all_valid,1,blue,2,yellow,7,reported
3,historical_already_exposed_not_confirmatory,lag7_persistence,all_valid,1,blue,3,orange,0,reported
3,historical_already_exposed_not_confirmatory,lag7_persistence,all_valid,1,blue,4,red,0,reported
3,historical_already_exposed_not_confirmatory,lag7_persistence,all_valid,2,yellow,0,green,2,reported
3,historical_already_exposed_not_confirmatory,lag7_persistence,all_valid,2,yellow,1,blue,14,reported
3,historical_already_exposed_not_confirmatory,lag7_persistence,all_valid,2,yellow,2,yellow,16,reported
3,historical_already_exposed_not_confirmatory,lag7_persistence,all_valid,2,yellow,3,orange,9,reported
3,historical_already_exposed_not_confirmatory,lag7_persistence,all_valid,2,yellow,4,red,0,reported
3,historical_already_exposed_not_confirmatory,lag7_persistence,all_valid,3,orange,0,green,2,reported
3,historical_already_exposed_not_confirmatory,lag7_persistence,all_valid,3,orange,1,blue,0,reported
3,historical_already_exposed_not_confirmatory,lag7_persistence,all_valid,3,orange,2,yellow,9,reported
3,historical_already_exposed_not_confirmatory,lag7_persistence,all_valid,3,orange,3,orange,26,reported
3,historical_already_exposed_not_confirmatory,lag7_persistence,all_valid,3,orange,4,red,7,reported
3,historical_already_exposed_not_confirmatory,lag7_persistence,all_valid,4,red,0,green,2,reported
3,historical_already_exposed_not_confirmatory,lag7_persistence,all_valid,4,red,1,blue,1,reported
3,historical_already_exposed_not_confirmatory,lag7_persistence,all_valid,4,red,2,yellow,2,reported
3,historical_already_exposed_not_confirmatory,lag7_persistence,all_valid,4,red,3,orange,9,reported
3,historical_already_exposed_not_confirmatory,lag7_persistence,all_valid,4,red,4,red,36,reported
3,historical_already_exposed_not_confirmatory,lag7_persistence,transition_truth,0,green,0,green,0,reported
3,historical_already_exposed_not_confirmatory,lag7_persistence,transition_truth,0,green,1,blue,0,reported
3,historical_already_exposed_not_confirmatory,lag7_persistence,transition_truth,0,green,2,yellow,2,reported
3,historical_already_exposed_not_confirmatory,lag7_persistence,transition_truth,0,green,3,orange,0,reported
3,historical_already_exposed_not_confirmatory,lag7_persistence,transition_truth,0,green,4,red,0,reported
3,historical_already_exposed_not_confirmatory,lag7_persistence,transition_truth,1,blue,0,green,2,reported
3,historical_already_exposed_not_confirmatory,lag7_persistence,transition_truth,1,blue,1,blue,0,reported
3,historical_already_exposed_not_confirmatory,lag7_persistence,transition_truth,1,blue,2,yellow,2,reported
3,historical_already_exposed_not_confirmatory,lag7_persistence,transition_truth,1,blue,3,orange,0,reported
3,historical_already_exposed_not_confirmatory,lag7_persistence,transition_truth,1,blue,4,red,0,reported
3,historical_already_exposed_not_confirmatory,lag7_persistence,transition_truth,2,yellow,0,green,1,reported
3,historical_already_exposed_not_confirmatory,lag7_persistence,transition_truth,2,yellow,1,blue,2,reported
3,historical_already_exposed_not_confirmatory,lag7_persistence,transition_truth,2,yellow,2,yellow,0,reported
3,historical_already_exposed_not_confirmatory,lag7_persistence,transition_truth,2,yellow,3,orange,2,reported
3,historical_already_exposed_not_confirmatory,lag7_persistence,transition_truth,2,yellow,4,red,0,reported
3,historical_already_exposed_not_confirmatory,lag7_persistence,transition_truth,3,orange,0,green,1,reported
3,historical_already_exposed_not_confirmatory,lag7_persistence,transition_truth,3,orange,1,blue,0,reported
3,historical_already_exposed_not_confirmatory,lag7_persistence,transition_truth,3,orange,2,yellow,1,reported
3,historical_already_exposed_not_confirmatory,lag7_persistence,transition_truth,3,orange,3,orange,1,reported
3,historical_already_exposed_not_confirmatory,lag7_persistence,transition_truth,3,orange,4,red,3,reported
3,historical_already_exposed_not_confirmatory,lag7_persistence,transition_truth,4,red,0,green,1,reported
3,historical_already_exposed_not_confirmatory,lag7_persistence,transition_truth,4,red,1,blue,0,reported
3,historical_already_exposed_not_confirmatory,lag7_persistence,transition_truth,4,red,2,yellow,0,reported
3,historical_already_exposed_not_confirmatory,lag7_persistence,transition_truth,4,red,3,orange,1,reported
3,historical_already_exposed_not_confirmatory,lag7_persistence,transition_truth,4,red,4,red,2,reported
